;artistNameInaja;trackNameInaja;msPlayed;date
434;Al Green;Let's Stay Together;199396;2021-04-01
435;Commodores;Easy;256426;2021-04-01
436;Aretha Franklin;Respect;147587;2021-04-01
437;Chaka Khan;I'm Every Woman;247413;2021-04-01
438;Earth, Wind & Fire;Fantasy - Single Version;226163;2021-04-01
439;Stevie Wonder;I Wish;252355;2021-04-01
440;Etta James;At Last;179677;2021-04-01
441;Gladys Knight & The Pips;Midnight Train to Georgia;279333;2021-04-01
442;Bill Withers;Lovely Day;255049;2021-04-01
443;The Supremes;You Can't Hurry Love;167928;2021-04-01
444;Otis Redding;(Sittin' On) the Dock of the Bay;166813;2021-04-01
445;Aretha Franklin;Think;139733;2021-04-01
446;Martha Reeves & The Vandellas;Dancing In The Street - Stereo;165226;2021-04-01
447;Bobby Hebb;Sunny;10096;2021-04-01
448;Bobby Hebb;Sunny;154953;2021-04-01
449;Curtis Mayfield;Move on Up;165789;2021-04-01
450;Michael Jackson;Rock with You - Single Version;220626;2021-04-01
451;Otis Redding;Stand by Me;172333;2021-04-01
452;The Spinners;It's A Shame - Remastered;192760;2021-04-01
453;Ben E. King;Stand by Me;180048;2021-04-01
454;Elton John;Are You Ready For Love? - Remastered;212440;2021-04-01
455;Harold Melvin & The Blue Notes;Wake Up Everybody (feat. Teddy Pendergrass);452773;2021-04-01
456;Sam Cooke;A Change Is Gonna Come;191148;2021-04-01
457;Curtis Mayfield;Move on Up - Extended Version;442257;2021-04-01
458;DENNIS;Deixa de Onda (Porra Nenhuma);184999;2021-04-01
459;Matuê;Gorilla Roxo;165336;2021-04-01
460;Os Barões Da Pisadinha;Esquema Preferido - Ao Vivo;201973;2021-04-01
461;Diego & Victor Hugo;Facas - Ao Vivo;196379;2021-04-01
462;Os Barões Da Pisadinha;Recairei - Ao Vivo;166837;2021-04-01
463;24kGoldn;Mood (feat. iann dior);2448;2021-04-01
464;347aidan;Dancing in My Room;3390;2021-04-01
465;Pabllo Vittar;Bandida;146543;2021-04-01
466;Fousheé;Deep End;141223;2021-04-01
467;Tom Odell;Another Love;244360;2021-04-01
468;Mike Posner;Please Don't Go;196813;2021-04-01
469;Ir Sais;Dream Girl - Brazil Remix;195138;2021-04-01
470;kostromin;Моя голова винтом (My head is spinning like a screw);140000;2021-04-01
471;Jawsh 685;Savage Love (Laxed – Siren Beat) [BTS Remix];184905;2021-04-01
472;Travis Scott;Goosebumps - Remix;69;2021-04-01
473;Jawsh 685;Savage Love (Laxed – Siren Beat) [BTS Remix];13410;2021-04-01
474;Travis Scott;Goosebumps - Remix;1951;2021-04-01
475;Dékoren Rose;Capone (Oh No) - Instrumental;83121;2021-04-01
476;Run–D.M.C.;It's Tricky;183426;2021-04-01
477;Britney Spears;Gimme More;251240;2021-04-01
478;Camilo;Millones;221749;2021-04-01
479;Mc Rennan;Cai de vagarinho até embaixo;72656;2021-04-01
480;Mc Rennan;Cai de vagarinho até embaixo;50926;2021-04-01
481;Malu;Disco Arranhado - Funk Remix;125557;2021-04-01
482;DJ TN Beat;Apaga Luz, Apaga Tudo - Challenge;121846;2021-04-01
483;MC 2jhow;Mtg - Vem Sentando Vem (feat. Dj Nbeat) - Remix;7430;2021-04-01
484;MOMOLAND;Wrap Me In Plastic;39470;2021-04-01
485;MC MN;Renk Renk - Olha o Barulinho da Cama;115249;2021-04-01
486;The Temptations;My Girl;165000;2021-04-01
487;Aretha Franklin;I Say a Little Prayer;216773;2021-04-01
488;Stevie Wonder;You Are The Sunshine Of My Life;178200;2021-04-01
489;Billy Paul;Your Song;390986;2021-04-01
490;Al Green;Let's Stay Together;199396;2021-04-01
491;Commodores;Easy;256426;2021-04-01
492;Aretha Franklin;Respect;147600;2021-04-01
493;Chaka Khan;I'm Every Woman;247413;2021-04-01
494;Earth, Wind & Fire;Fantasy - Single Version;226213;2021-04-01
495;Stevie Wonder;I Wish;252373;2021-04-01
496;Etta James;At Last;36797;2021-04-01
497;Etta James;At Last;143131;2021-04-01
498;Gladys Knight & The Pips;Midnight Train to Georgia;279333;2021-04-01
499;Bill Withers;Lovely Day;255049;2021-04-01
500;The Supremes;You Can't Hurry Love;167928;2021-04-01
501;Otis Redding;(Sittin' On) the Dock of the Bay;166813;2021-04-01
502;Aretha Franklin;Think;139733;2021-04-01
503;Martha Reeves & The Vandellas;Dancing In The Street - Stereo;165226;2021-04-01
504;Bobby Hebb;Sunny;165048;2021-04-01
505;Curtis Mayfield;Move on Up;165789;2021-04-01
506;Michael Jackson;Rock with You - Single Version;220626;2021-04-01
507;Otis Redding;Stand by Me;172333;2021-04-01
508;The Spinners;It's A Shame - Remastered;192760;2021-04-01
509;Ben E. King;Stand by Me;180048;2021-04-01
510;Elton John;Are You Ready For Love? - Remastered;212440;2021-04-01
511;Harold Melvin & The Blue Notes;Wake Up Everybody (feat. Teddy Pendergrass);452773;2021-04-01
512;Sam Cooke;A Change Is Gonna Come;191148;2021-04-01
513;Curtis Mayfield;Move on Up - Extended Version;535314;2021-04-01
514;Four Tops;I Can't Help Myself (Sugar Pie, Honey Bunch);19837;2021-04-01
515;Cypress Hill;Champion Sound;183560;2021-04-01
516;Vintage Culture;Várias Queixas - Radio Edit;155702;2021-04-01
517;Vintage Culture;Várias Queixas - Radio Edit;155702;2021-04-01
518;Vintage Culture;Várias Queixas - Radio Edit;155702;2021-04-02
519;Chitãozinho & Xororó;Pot-Pourri: Festa de Rodeio / Bailão de Peão / Mexe Que É Bom - Ao Vivo;150148;2021-04-02
520;Milionário & José Rico;Estrada da vida;8010;2021-04-02
521;Milionário & José Rico;Estrada da vida;134200;2021-04-02
522;Chrystian & Ralf;Esse amor que me mata;246293;2021-04-02
523;Chrystian & Ralf;Ladrão de mulher;139066;2021-04-02
524;Chrystian & Ralf;Pra ficar com você;258693;2021-04-02
525;Chrystian & Ralf;Loucura demais;212000;2021-04-02
526;Chrystian & Ralf;Últimas fronteiras;17186;2021-04-02
527;Chrystian & Ralf;Não tire o nosso neném;7210;2021-04-02
528;Chrystian & Ralf;Cheiro de shampoo;208706;2021-04-02
529;Chrystian & Ralf;Louco por ela;224373;2021-04-02
530;Chrystian & Ralf;Oito segundos;66410;2021-04-02
531;Chrystian & Ralf;Nova York;209666;2021-04-02
532;Chrystian & Ralf;Sensível demais;71113;2021-04-02
533;Chrystian & Ralf;Louco por ela;224373;2021-04-02
534;Chrystian & Ralf;Minha vida sem você;89196;2021-04-02
535;Chrystian & Ralf;Loucura demais;212000;2021-04-02
536;Chrystian & Ralf;No mesmo olhar - La vie dansante;19493;2021-04-02
537;Chrystian & Ralf;É desse jeito que a gente se ama;211466;2021-04-02
538;Chrystian & Ralf;Sozinho em Nova York;19320;2021-04-02
539;Chrystian & Ralf;Poeira no vento - Dust in the Wind;200066;2021-04-02
540;Chrystian & Ralf;Distância;31613;2021-04-02
541;Chrystian & Ralf;O Que Tiver Que Vir Virá;244000;2021-04-02
542;Chrystian & Ralf;Olhos de Luar;24260;2021-04-02
543;João Paulo & Daniel;Minha estrela perdida;13840;2021-04-02
544;Chrystian & Ralf;Entre Ela e Eu (Sou Eu);246200;2021-04-02
545;Zezé Di Camargo & Luciano;Você Vai Ver;4380;2021-04-02
546;Chrystian & Ralf;O Ipê e o Prisioneiro (Ipê Florido);45510;2021-04-02
547;Rick & Renner;Ela é demais;136430;2021-04-02
548;Leandro & Leonardo;Não aprendi a dizer adeus;187200;2021-04-02
549;Chrystian & Ralf;Chora peito;191280;2021-04-02
550;Milionário & José Rico;Vontade Dividida - Ao Vivo;128150;2021-04-02
551;Matogrosso & Mathias;Tentei Te Esquecer - Ao Vivo;44060;2021-04-02
552;Chrystian & Ralf;Bijouteria;49600;2021-04-02
553;João Mineiro & Marciano;Ainda Ontem Chorei De Saudade;189266;2021-04-02
554;Gian & Giovani;Caçador de corações;11963;2021-04-02
555;Zezé Di Camargo & Luciano;Pão de Mel;239560;2021-04-02
556;Trio Parada Dura;Telefone Mudo;203000;2021-04-02
557;Chrystian & Ralf;Nova York;214240;2021-04-02
558;Santana;(Da Le) Yaleo;352293;2021-04-02
559;Santana;Love of My Life (feat. Dave Matthews & Carter Beauford);347640;2021-04-02
560;Santana;Africa Bamba;2340;2021-04-02
561;Santana;Put Your Lights On (feat. Everlast);205346;2021-04-02
562;Santana;Smooth (feat. Rob Thomas);294986;2021-04-02
563;Santana;Do You Like the Way (feat. Lauryn Hill & Cee-Lo);353506;2021-04-02
564;Santana;Maria Maria (feat. The Product G&B);261973;2021-04-02
565;Santana;Migra;326706;2021-04-02
566;Santana;Corazon Espinado (feat. Mana);274773;2021-04-02
567;Santana;Wishing It Was (feat. Eagle-Eye Cherry);291080;2021-04-02
568;Santana;El Farol;290840;2021-04-02
569;Santana;Primavera;376320;2021-04-02
570;Santana;The Calling (feat. Eric Clapton);469013;2021-04-02
571;Santana;Day of Celebration;267866;2021-04-02
572;Michael Jackson;Billie Jean;293826;2021-04-03
573;Whitney Houston;I Wanna Dance with Somebody (Who Loves Me);291272;2021-04-03
574;Bryan Adams;Summer Of '69;216039;2021-04-03
575;Queen;Another One Bites The Dust - Remastered 2011;214646;2021-04-03
576;Pretenders;Don't Get Me Wrong - 2007 Remaster;227626;2021-04-03
577;David Bowie;Modern Love - 2018 Remaster;288339;2021-04-03
578;Tina Turner;Let's Stay Together - 2015 Remaster;316746;2021-04-03
579;The Cure;Close To Me;203266;2021-04-03
580;INXS;Never Tear Us Apart;184586;2021-04-03
581;Sade;Smooth Operator - Single Version;258671;2021-04-03
582;Tears For Fears;Woman In Chains;390979;2021-04-03
583;Madonna;Like a Virgin;218626;2021-04-03
584;Queen;Crazy Little Thing Called Love - Remastered 2011;163330;2021-04-03
585;Tracy Chapman;Baby Can I Hold You;193052;2021-04-03
586;Erasure;A Little Respect - 2009 - Remaster;213986;2021-04-03
587;Prince;Kiss;226240;2021-04-03
588;The Cure;Boys Don't Cry;154646;2021-04-03
589;Billy Idol;Eyes Without A Face - Remastered;297426;2021-04-03
590;Madonna;La Isla Bonita;242320;2021-04-03
591;David Bowie;Let's Dance - 2002 Remaster;247600;2021-04-03
592;Queen;A Kind Of Magic - Remastered 2011;264244;2021-04-03
593;Depeche Mode;Strangelove;256018;2021-04-03
594;Depeche Mode;Strangelove;294613;2021-04-03
595;Madonna;La Isla Bonita;13774;2021-04-03
596;Madonna;La Isla Bonita;228541;2021-04-03
597;David Bowie;Let's Dance - 2002 Remaster;247600;2021-04-03
598;Crowded House;Don't Dream It's Over;238173;2021-04-03
599;Queen;A Kind Of Magic - Remastered 2011;264244;2021-04-03
600;Simple Minds;Don't You (Forget About Me) - 2001 Mix;260761;2021-04-03
601;INXS;Need You Tonight;181106;2021-04-03
602;The Rolling Stones;Start Me Up - Remastered 2009;213066;2021-04-03
603;Prince;Kiss;226240;2021-04-03
604;Madonna;Like a Prayer;340866;2021-04-03
605;The Smiths;There Is a Light That Never Goes Out - 2011 Remaster;244586;2021-04-03
606;Bryan Ferry;Slave To Love;170166;2021-04-03
607;Bryan Ferry;Slave To Love;96160;2021-04-03
608;The Police;Every Little Thing She Does Is Magic;260573;2021-04-03
609;Blondie;Call Me;212226;2021-04-03
610;Lisa Stansfield;All Around the World - Remastered;265730;2021-04-03
611;INXS;New Sensation;220160;2021-04-03
612;George Michael;Faith - Remastered;193191;2021-04-03
613;Talk Talk;It's My Life - 1997 Remaster;232386;2021-04-03
614;Paul McCartney;Ebony And Ivory - Remixed 2015;226256;2021-04-03
615;Madonna;Papa Don't Preach;345280;2021-04-03
616;Stevie Wonder;Part-Time Lover;252541;2021-04-03
617;Simply Red;Holding Back the Years - 2008 Remaster;269840;2021-04-03
618;David Bowie;China Girl - 2018 Remaster;333811;2021-04-03
619;Depeche Mode;Enjoy the Silence;255095;2021-04-03
620;The Cure;Just Like Heaven;165982;2021-04-03
621;The Cure;Just Like Heaven;45872;2021-04-03
622;Tina Turner;The Best;100912;2021-04-03
623;Tina Turner;The Best;229018;2021-04-04
624;The Clash;Rock the Casbah - Remastered;222426;2021-04-04
625;Barbra Streisand;Guilty (feat. Barry Gibb);145735;2021-04-04
626;The Cure;Lovesong - Remastered;2530;2021-04-04
627;Roxy Music;More Than This;95073;2021-04-04
628;The Police;De Do Do Do, De Da Da Da;247247;2021-04-04
629;U2;With Or Without You - Remastered;295498;2021-04-04
630;Cyndi Lauper;Time After Time;117549;2021-04-04
631;Maria Bethânia;As Canções Que Você Fez Pra Mim;224770;2021-04-04
632;Maria Bethânia;Olha;220823;2021-04-04
633;Maria Bethânia;Fera Ferida;209066;2021-04-04
634;Maria Bethânia;Palavras;275854;2021-04-04
635;Maria Bethânia;Costumes;169739;2021-04-04
636;Maria Bethânia;Detalhes;306040;2021-04-04
637;Maria Bethânia;Você Não Sabe;190730;2021-04-04
638;Maria Bethânia;Eu Preciso De Você;250823;2021-04-04
639;Maria Bethânia;Seu Corpo;243000;2021-04-04
640;Maria Bethânia;Você;178423;2021-04-04
641;Maria Bethânia;Emoções;257650;2021-04-04
642;Frank Sinatra;Fly Me To The Moon (In Other Words);146983;2021-04-04
643;Frank Sinatra;My Way;276783;2021-04-04
644;Frank Sinatra;Somethin' Stupid;75584;2021-04-04
645;Frank Sinatra;That's Life;94495;2021-04-04
646;Frank Sinatra;Strangers In The Night;157850;2021-04-04
647;Frank Sinatra;I've Got You Under My Skin - Remastered 1998;223748;2021-04-04
648;Frank Sinatra;Theme From New York, New York;79165;2021-04-04
649;Frank Sinatra;Theme From New York, New York;126889;2021-04-04
650;Frank Sinatra;Fly Me To The Moon (In Other Words);149630;2021-04-04
651;Frank Sinatra;Witchcraft;173222;2021-04-04
652;Frank Sinatra;Come Fly With Me - Remastered;60020;2021-04-04
653;Frank Sinatra;Come Fly With Me - Remastered;197429;2021-04-04
654;Frank Sinatra;Luck Be A Lady;314120;2021-04-04
655;Frank Sinatra;In The Wee Small Hours Of The Morning - Remastered 1998;180931;2021-04-04
656;Frank Sinatra;It Was A Very Good Year;267240;2021-04-04
657;Frank Sinatra;The Lady Is A Tramp - Remastered;194306;2021-04-04
658;Frank Sinatra;You Make Me Feel So Young - Remastered 1998;177400;2021-04-04
659;Frank Sinatra;The Way You Look Tonight;202154;2021-04-04
660;Harry James;All Or Nothing At All;176933;2021-04-04
661;Frank Sinatra;If You Are But A Dream (with The Bobby Tucker Singers);183206;2021-04-04
662;Frank Sinatra;Nancy (With the Laughing Face) - 78rpm Version;160906;2021-04-04
663;Alcione;Faz uma loucura por mim - Ao vivo;16720;2021-04-04
664;Frank Sinatra;Saturday Night (Is The Loneliest Night In The Week);92090;2021-04-04
665;Os Paralamas Do Sucesso;O Amor Não Sabe Esperar;241560;2021-04-06
666;Maria Gadú;A História de Lily Braun;253000;2021-04-06
667;Gabriel O Pensador;Festa da Música / Bye Bye Tristeza / Devagar, Devagarinho;164480;2021-04-06
668;Nana Caymmi;Resposta Ao Tempo;283266;2021-04-06
669;Paulo Diniz;Quero Voltar Pra Bahia;162466;2021-04-06
670;Samba De Raiz;Conselho - Ao Vivo;242076;2021-04-06
671;ANAVITÓRIA;Baianidade Nagô;251659;2021-04-06
672;Casuarina;É Isso Aí (Isso é Problema Dela);239800;2021-04-06
673;Mahmundi;Tarde Em Itapuã;293017;2021-04-06
674;Kleiton & Kledir;Paixão;269647;2021-04-06
675;Sérgio Britto;Purabossanova;207865;2021-04-06
676;Noriel Vilela;16 Toneladas;133400;2021-04-06
677;Miúcha;Se La a Vida Tem Sempre Razao;151773;2021-04-06
678;Isabella Taviani;(They Long to Be) Close to You;211400;2021-04-06
679;Frejat;Puro Êxtase - Ao Vivo;292186;2021-04-06
680;Antonio Carlos & Jocafi;Você Abusou;220066;2021-04-06
681;Di Melo;Pernalonga;163973;2021-04-06
682;Leci Brandao;Isso É Fundo De Quintal;228253;2021-04-06
683;Eric Clapton;Love Comes to Everyone;274026;2021-04-06
684;Oscar Brown, Jr.;Laia Ladaia;187640;2021-04-06
685;Benditos;Carol ou Clarisse;212649;2021-04-06
686;Vitto Meirelles;Nada é Melhor Do Que Você;275574;2021-04-06
687;Bruno Capinan;Vicente;203163;2021-04-06
688;Jason Mraz;All Night Long - Live at the Charter One Pavilion, Chicago, IL, 8/13/2009;298200;2021-04-06
689;Aline Calixto;Oxossi;96062;2021-04-06
690;Maria Creuza;Más Que Nada;88010;2021-04-06
691;Joss Stone;Harry's Symphony;234026;2021-04-06
692;Smoke City;Aguas de Marco (Joga Bossa);201800;2021-04-06
693;Astrud Gilberto;Light My Fire;175680;2021-04-06
694;Neri Per Caso;What A Fool Believes (feat. Mario Biondi);194640;2021-04-06
695;Donna Summer;Bad Girls;295106;2021-04-06
696;Earth, Wind & Fire;Let's Groove;339320;2021-04-06
697;Michael Jackson;Don't Stop 'Til You Get Enough;365466;2021-04-06
698;The Jacksons;Shake Your Body (Down to the Ground);479440;2021-04-06
699;Grace Jones;I Need A Man;203840;2021-04-06
700;Kool & The Gang;Celebration;298866;2021-04-06
701;Michael Jackson;P.Y.T. (Pretty Young Thing);238733;2021-04-06
702;Sylvester;"Dance (Disco Heat) - 12"" Version";498973;2021-04-06
703;Earth, Wind & Fire;Boogie Wonderland;288293;2021-04-06
704;Kool & The Gang;Get Down On It - Single Version;212906;2021-04-06
705;Bee Gees;"You Should Be Dancing - Edit / From ""Saturday Night Fever"" Soundtrack";256493;2021-04-06
706;KC & The Sunshine Band;That's the Way (I Like It) - 2004 Remaster;185106;2021-04-06
707;Sylvester;You Make Me Feel (Mighty Real);400115;2021-04-06
708;Andrea True Connection;More, More, More;222613;2021-04-06
709;Bee Gees;"Night Fever - From ""Saturday Night Fever"" Soundtrack";212800;2021-04-06
710;Kool & The Gang;Celebration - Single Version;215653;2021-04-06
711;Donna Summer;Spring Affair;510666;2021-04-06
712;CHIC;Le Freak - 2018 Remaster;58624;2021-04-06
713;Toro y Moi;Ordinary Pleasure;183752;2021-04-06
714;Jamiroquai;Virtual Insanity - Remastered;229360;2021-04-06
715;Romare;All Night;294211;2021-04-06
716;Donna Summer;Hot Stuff;314760;2021-04-06
717;The Trammps;Disco Inferno - Single Edit;130565;2021-04-06
718;Bee Gees;"More Than A Woman - From ""Saturday Night Fever"" Soundtrack";100860;2021-04-06
719;Stevie Wonder;You Are The Sunshine Of My Life;178200;2021-04-06
720;Chaka Khan;I'm Every Woman;247413;2021-04-06
721;Michael Jackson;Rock with You - Single Version;220626;2021-04-06
722;Aretha Franklin;Respect;147600;2021-04-06
723;Stevie Wonder;Overjoyed;222586;2021-04-06
724;Amy Winehouse;Valerie - Live At BBC Radio 1 Live Lounge, London / 2007;233733;2021-04-06
725;Curtis Mayfield;Move on Up;165789;2021-04-06
726;Marvin Gaye;Ain't No Mountain High Enough;151666;2021-04-06
727;Joss Stone;Free Me;233040;2021-04-06
728;Roberta Flack;Killing Me Softly With His Song;286920;2021-04-06
729;The Spinners;It's A Shame;190058;2021-04-06
730;Marvin Gaye;You're All I Need To Get By;173866;2021-04-06
731;Joss Stone;4 And 20;306266;2021-04-06
732;The Foundations;Build Me Up Buttercup - Mono;177533;2021-04-06
733;Aretha Franklin;Think;139733;2021-04-06
734;Roberta Flack;Killing Me Softly With His Song;286907;2021-04-06
735;The Spinners;It's A Shame;190058;2021-04-06
736;Marvin Gaye;You're All I Need To Get By;173866;2021-04-06
737;Marvin Gaye;Mercy Mercy Me (The Ecology);23565;2021-04-06
738;Joss Stone;4 And 20;45119;2021-04-06
739;Joss Stone;4 And 20;239688;2021-04-06
740;The Foundations;Build Me Up Buttercup - Mono;177533;2021-04-06
741;Aretha Franklin;Think;139733;2021-04-06
742;Marvin Gaye;Mercy Mercy Me (The Ecology);193573;2021-04-06
743;Sade;Smooth Operator - Single Version;258693;2021-04-06
744;Roberta Flack;The First Time Ever I Saw Your Face;260666;2021-04-06
745;Otis Redding;Stand by Me;172333;2021-04-06
746;Diana Ross;Ain't No Mountain High Enough;211760;2021-04-06
747;Curtis Mayfield;Move on Up - Extended Version;535333;2021-04-06
748;Stevie Wonder;I Wish;252373;2021-04-06
749;Jackie Wilson;(Your Love Keeps Lifting Me) Higher & Higher;179120;2021-04-06
750;Aretha Franklin;I Say a Little Prayer;216773;2021-04-06
751;Joss Stone;Super Duper Love;260013;2021-04-06
752;Stevie Wonder;Part-Time Lover;252560;2021-04-06
753;Bobby Hebb;Sunny;165066;2021-04-06
754;Etta James;At Last;179693;2021-04-06
755;Sananda Maitreya;Wishing Well;210466;2021-04-06
756;Stevie Wonder;Isn't She Lovely;394266;2021-04-06
757;Macy Gray;I Try;239440;2021-04-06
758;Van Morrison;Someone Like You;249626;2021-04-06
759;Billy Paul;Me and Mrs. Jones;284906;2021-04-06
760;Van Morrison;Someone Like You;249626;2021-04-06
761;Four Tops;I Can't Help Myself (Sugar Pie, Honey Bunch);160280;2021-04-06
762;Marvin Gaye;Got To Give It Up - Pt. 1;255133;2021-04-06
763;The Spinners;It's A Shame;190058;2021-04-06
764;Johnny Nash;I Can See Clearly Now - Edit;164733;2021-04-06
765;Aretha Franklin;Think;139733;2021-04-06
766;Marvin Gaye;Mercy Mercy Me (The Ecology);193573;2021-04-06
767;Sade;Smooth Operator - Single Version;258693;2021-04-06
768;Ray LaMontagne;You Are the Best Thing;231840;2021-04-06
769;Otis Redding;Stand by Me;172333;2021-04-06
770;The Jacksons;Blame It on the Boogie;214200;2021-04-06
771;Curtis Mayfield;Move on Up - Extended Version;535333;2021-04-06
772;Stevie Wonder;I Wish;252373;2021-04-06
773;James Brown & The Famous Flames;I Got You (I Feel Good);165800;2021-04-06
774;Aretha Franklin;I Say a Little Prayer;216773;2021-04-06
775;Lianne La Havas;Say a Little Prayer - Live;203574;2021-04-06
776;Stevie Wonder;Part-Time Lover;252560;2021-04-06
777;Bobby Hebb;Sunny;165066;2021-04-06
778;Etta James;At Last;179693;2021-04-06
779;Sananda Maitreya;Wishing Well;197389;2021-04-06
780;Sade;By Your Side;274925;2021-04-07
781;Sade;Smooth Operator - Single Version;2362;2021-04-07
782;Sananda Maitreya;Wishing Well;7314;2021-04-07
783;Stevie Wonder;Part-Time Lover;2421;2021-04-07
784;Aretha Franklin;Respect (with The Royal Philharmonic Orchestra);11644;2021-04-07
785;Corinne Bailey Rae;Is This Love;91055;2021-04-07
786;Al Green;How Can You Mend a Broken Heart;2268;2021-04-07
